time,short distance,hyper volume

167.621597,0.539102,0.529294
167.609406,0.541680,0.521805
167.574600,0.540320,0.529155
167.581497,0.538297,0.522144
167.595718,0.544553,0.526204
167.589859,0.543525,0.528639
167.601212,0.542789,0.529976
167.587845,0.538784,0.531049
167.594772,0.541847,0.526983
167.593857,0.543060,0.525935
167.587509,0.543783,0.525100
167.588806,0.540902,0.532285
167.591614,0.543333,0.528626
167.587204,0.544077,0.527297
167.589401,0.541853,0.531730
167.598282,0.543859,0.527004
167.601654,0.541555,0.529632
167.616257,0.544506,0.527701
167.611511,0.548031,0.523385
167.618256,0.541740,0.528228
167.594376,0.541351,0.524008
167.574081,0.539940,0.527201
167.605087,0.541961,0.528221
167.606476,0.542326,0.524492
167.596588,0.540254,0.527467
167.605728,0.540773,0.524997
167.590424,0.546874,0.529170
167.587982,0.542926,0.527179
167.606033,0.544614,0.528324
167.598114,0.541089,0.531456
167.589645,0.542259,0.530404
167.591599,0.542508,0.524700
167.603622,0.544129,0.523805
167.595810,0.542655,0.527054
167.581421,0.542076,0.527269
167.596649,0.540192,0.524727
167.597656,0.538282,0.527231
167.603729,0.543336,0.531685
167.588623,0.542944,0.523594
167.607758,0.543231,0.525297
167.597168,0.545332,0.526749
167.595139,0.541963,0.527551
167.613113,0.540811,0.529283
167.612213,0.546384,0.525027
167.624329,0.540880,0.528130
167.594086,0.538726,0.526094
167.605087,0.535891,0.530183
167.594452,0.541919,0.524457
167.590240,0.542345,0.529040
167.595551,0.543725,0.524062
167.584167,0.544217,0.527119
167.597763,0.541319,0.527201
167.596893,0.542205,0.522804
167.621780,0.543153,0.524925
167.585449,0.539923,0.528987
167.593811,0.544470,0.528458
167.591431,0.544317,0.526852
167.615280,0.541529,0.523569
167.596176,0.543784,0.531658
167.613403,0.541284,0.528325
167.616974,0.543282,0.531564
167.610199,0.546314,0.527278
167.606720,0.543858,0.531422
167.630081,0.539661,0.529038
167.608154,0.535447,0.530033
167.603470,0.543718,0.527564
167.607864,0.540567,0.529494
167.614792,0.542531,0.528064
167.612625,0.541109,0.525940
167.610001,0.541719,0.525064
167.590149,0.544135,0.524279
167.619263,0.540939,0.529040
166.272675,0.542940,0.526852
166.272766,0.542437,0.526279
166.247818,0.542349,0.524708
166.260696,0.536465,0.527640
166.247772,0.543852,0.530002
166.245361,0.546176,0.525983
166.271851,0.542278,0.529271
166.262985,0.540064,0.530021
166.266998,0.540031,0.527739
166.265823,0.540375,0.529434
166.274277,0.544895,0.524996
166.255829,0.541957,0.528496
166.253983,0.542773,0.530347
166.256119,0.538445,0.528642
166.275009,0.544267,0.530886
166.276566,0.542408,0.526188
166.259445,0.539048,0.529519
166.253799,0.538548,0.527751
166.271133,0.542786,0.529584
166.272308,0.548021,0.523705
166.242783,0.543668,0.529921
166.262222,0.543682,0.526434
166.259109,0.541719,0.528465
166.265961,0.542310,0.528647
166.287979,0.536504,0.523479
166.267502,0.544335,0.527785
166.252411,0.542271,0.530944
166.249710,0.541098,0.527622
