time,short distance,hyper volume

130.792175,0.511306,0.571104
130.787964,0.503499,0.571697
130.777771,0.512239,0.574101
130.805862,0.515277,0.572986
130.802521,0.512303,0.572375
130.787430,0.508850,0.570958
130.785095,0.511308,0.572021
130.796234,0.508410,0.577763
130.783661,0.510633,0.572254
130.795746,0.509527,0.575385
130.801544,0.506712,0.579867
130.791992,0.509659,0.568041
130.793015,0.512383,0.577072
130.779739,0.508990,0.568593
130.794922,0.505887,0.573714
130.786987,0.510735,0.575098
130.795090,0.512855,0.573790
130.792953,0.513189,0.573765
130.786774,0.506342,0.571492
130.787903,0.508130,0.574565
130.777344,0.508280,0.573218
130.786133,0.514858,0.571610
130.792618,0.509615,0.570853
130.792206,0.510946,0.578258
130.784302,0.511161,0.578162
130.794220,0.512713,0.570150
130.794754,0.513532,0.578769
130.793121,0.509980,0.574795
130.787247,0.510104,0.576282
130.781311,0.510285,0.573116
130.789139,0.507658,0.576860
130.796066,0.511293,0.575256
130.783951,0.504374,0.579166
130.781906,0.510120,0.574401
130.792313,0.514400,0.577333
130.789703,0.513524,0.578796
130.798294,0.504876,0.574856
130.803986,0.506146,0.573735
130.798798,0.510568,0.573432
130.794586,0.512086,0.576394
130.787888,0.507179,0.574074
130.788193,0.508011,0.573997
130.787476,0.513819,0.572278
130.794830,0.507749,0.578492
130.789093,0.510884,0.574101
130.793549,0.517560,0.570557
130.792419,0.512728,0.579480
130.804474,0.506587,0.573338
130.790497,0.509883,0.576199
130.784500,0.516390,0.572813
130.789825,0.502026,0.573955
130.776077,0.507518,0.579586
130.788773,0.509425,0.577856
130.793121,0.511221,0.575185
130.788605,0.513605,0.573044
130.773788,0.511589,0.577922
130.788574,0.500353,0.575488
130.783783,0.509126,0.576230
130.799362,0.513623,0.574594
130.808456,0.506129,0.575617
130.790512,0.509636,0.574324
130.792603,0.511376,0.572905
130.781876,0.510781,0.573110
130.785614,0.510312,0.576648
130.785645,0.515379,0.575828
130.795624,0.512024,0.570970
130.794662,0.517342,0.567226
130.799240,0.515415,0.573046
130.788834,0.518197,0.575874
130.794418,0.504452,0.570453
130.792038,0.511972,0.571082
130.778244,0.516900,0.572892
130.778259,0.510202,0.574096
130.788528,0.503926,0.573190
130.784973,0.513368,0.571806
130.776520,0.512518,0.574963
130.787582,0.511702,0.580250
130.791061,0.516708,0.573122
130.795074,0.511850,0.570555
130.778275,0.506169,0.570826
130.800858,0.512238,0.575365
130.789032,0.512100,0.570443
130.788147,0.512181,0.571947
130.787247,0.514878,0.573786
130.775146,0.517393,0.571599
130.776688,0.512453,0.579569
130.789124,0.512828,0.572438
130.788788,0.513885,0.569409
130.786819,0.510152,0.582635
130.788925,0.509361,0.580029
130.784500,0.512829,0.576388
130.790329,0.513780,0.573315
130.793732,0.513156,0.565087
130.789505,0.510725,0.574430
130.778381,0.508538,0.578204
130.778900,0.515561,0.575459
130.789154,0.513736,0.574146
130.790161,0.509196,0.577319
130.789948,0.509763,0.577828
130.789612,0.509200,0.570750
