time,short distance,hyper volume
2.838635,0.554178,0.515514
2.832532,0.560422,0.515137
2.837446,0.567065,0.516459
2.830024,0.562781,0.514312
2.830982,0.561989,0.521216

cycle : 100, pop_size : 128
0.361166,0.572357,0.508137
0.362372,0.571233,0.509746
0.362054,0.569083,0.507761
0.361823,0.574771,0.509152
0.360862,0.572092,0.512635
0.360714,0.575161,0.502300
0.361720,0.568940,0.505034
0.361178,0.576502,0.507416
0.360845,0.573529,0.511178
0.360204,0.571711,0.505288

cycle : 100, pop_size : 256
0.706916,0.561853,0.520102
0.713303,0.560087,0.513640
0.705603,0.560114,0.525911
0.706846,0.562770,0.514744
0.706824,0.554609,0.515327
0.706445,0.556808,0.519464
0.706362,0.566407,0.518813
0.705360,0.564957,0.517320
0.706493,0.567753,0.519652
0.713859,0.557160,0.516444

cycle : 100, pop_size : 512
1.394680,0.562230,0.523215
1.396102,0.555703,0.521491
1.394600,0.553515,0.523788
1.402491,0.553209,0.518382
1.395880,0.560748,0.520727
1.396174,0.559164,0.522827
1.395691,0.553173,0.520102
1.395401,0.559608,0.517177
1.394907,0.560429,0.520019
1.394637,0.546890,0.520224

cycle : 100, pop_size : 1024
2.779804,0.552246,0.523839
2.772237,0.551987,0.529001
2.771495,0.547759,0.529034
2.771763,0.552193,0.524324
2.778238,0.551722,0.526988
2.772474,0.555438,0.526856
2.771137,0.552209,0.523474
2.772153,0.553918,0.524095
2.772274,0.551661,0.523095
2.772070,0.552946,0.525024

cycle : 100, pop_size : 2048
5.532430,0.550822,0.528025
5.538867,0.553207,0.528967
5.528546,0.548153,0.530607
5.539212,0.549445,0.524549
5.537568,0.554514,0.530880
5.540366,0.550253,0.528727
5.538162,0.550808,0.530747
5.532211,0.553073,0.527146
5.540372,0.554586,0.527467
5.535015,0.542838,0.531791

cycle : 200, pop_size : 128
0.714479,0.558234,0.521732
0.715655,0.558148,0.519092
0.715348,0.551362,0.518517
0.713728,0.554611,0.519045
0.714885,0.553572,0.518281
0.713497,0.556165,0.517853
0.722335,0.564244,0.519578
0.715725,0.557513,0.513316
0.716375,0.553558,0.518419
0.715927,0.558357,0.512119

cycle : 200, pop_size : 256
1.396729,0.554089,0.530000
1.398452,0.550060,0.528177
1.396903,0.547526,0.535754
1.397535,0.552655,0.534076
1.397193,0.552176,0.527403
1.397996,0.550606,0.537496
1.396972,0.549160,0.524564
1.398312,0.552335,0.532197
1.397613,0.552005,0.528518
1.396540,0.546058,0.528203

cycle : 200, pop_size : 512
2.762728,0.543346,0.538236
2.761469,0.548769,0.531538
2.768243,0.545215,0.528464
2.761640,0.545279,0.528582
2.761756,0.550512,0.537161
2.761584,0.544069,0.528446
2.768824,0.543327,0.537079
2.761993,0.548472,0.534290
2.760867,0.548188,0.534092
2.762439,0.542180,0.530382

cycle : 200, pop_size : 1024
5.489596,0.537642,0.539099
5.487534,0.540324,0.538691
5.495419,0.537324,0.543806
5.486150,0.540080,0.538949
5.493863,0.543764,0.541254
5.487432,0.544088,0.538577
5.494922,0.541763,0.536948
5.494397,0.541270,0.536556
5.494963,0.540112,0.538813
5.495265,0.535611,0.536301

cycle : 200, pop_size : 2048
10.928926,0.535811,0.544074
10.922376,0.538302,0.543579
10.924667,0.535964,0.541649
10.922069,0.537629,0.539795
10.921974,0.537911,0.541253
10.921353,0.541540,0.545480
10.929419,0.541662,0.547732
10.926986,0.538613,0.542357
10.927704,0.538894,0.541640
10.928577,0.535453,0.542409

cycle : 400, pop_size : 128
1.421420,0.554870,0.527184
1.422996,0.554388,0.528699
1.422129,0.542693,0.529754
1.421072,0.555059,0.527842
1.422733,0.550963,0.530872
1.423851,0.553356,0.532119
1.422323,0.552594,0.533186
1.429815,0.553791,0.520367
1.422193,0.549942,0.531418
1.422928,0.550643,0.530413

cycle : 400, pop_size : 256
2.778903,0.546071,0.544706
2.780215,0.542400,0.542615
2.786772,0.534841,0.541149
2.779837,0.539926,0.541169
2.785303,0.536714,0.539070
2.779726,0.542879,0.531409
2.787807,0.541007,0.538341
2.779863,0.540415,0.539009
2.789415,0.539921,0.544623
2.782127,0.541667,0.537697

cycle : 400, pop_size : 512
5.493839,0.531571,0.546918
5.504169,0.530580,0.549802
5.494809,0.534689,0.548208
5.503329,0.534488,0.545071
5.496204,0.531481,0.551833
5.501522,0.532812,0.553040
5.494811,0.531593,0.547092
5.501276,0.527641,0.548757
5.498236,0.521342,0.549400
5.502451,0.528636,0.550525

cycle : 400, pop_size : 1024
10.920208,0.526891,0.552458
10.917521,0.531626,0.547334
10.918664,0.533773,0.553645
10.918151,0.531182,0.549641
10.918911,0.530297,0.550396
10.920961,0.528114,0.558014
10.920419,0.523327,0.550708
10.919694,0.526293,0.551224
10.921226,0.530626,0.552561
10.917874,0.530166,0.552428

cycle : 400, pop_size : 2048
21.705532,0.520748,0.554963
21.703306,0.524831,0.560009
21.701277,0.524660,0.557751
21.700472,0.523771,0.558736
21.705660,0.524834,0.550770
21.703480,0.526793,0.558373
21.696161,0.517571,0.557527
21.697542,0.527749,0.560802
21.698378,0.524580,0.558717
21.704067,0.522415,0.559796

cycle : 800, pop_size : 128
2.840098,0.544022,0.540197
2.840404,0.546155,0.539903
2.834050,0.543655,0.540737
2.836434,0.543049,0.544413
2.837427,0.545735,0.544457
2.844851,0.540293,0.541912
2.836639,0.536897,0.542387
2.847168,0.543971,0.543275
2.838549,0.542076,0.538182
2.837424,0.543386,0.543414

cycle : 800, pop_size : 256
5.551978,0.527754,0.555717
5.547337,0.526667,0.558029
5.549441,0.531521,0.550615
5.549789,0.533284,0.548180
5.551601,0.527079,0.551979
5.551550,0.530137,0.554957
5.543381,0.530814,0.551817
5.552580,0.530385,0.549307
5.546232,0.522052,0.552860
5.548631,0.530708,0.555027

cycle : 800, pop_size : 512
10.962494,0.525459,0.558624
10.961998,0.523082,0.560937
10.961513,0.523364,0.565845
10.962808,0.516963,0.565964
10.960756,0.521354,0.561306
10.959688,0.523191,0.561130
10.962275,0.521672,0.556831
10.962737,0.520807,0.560709
10.963258,0.522418,0.557346
10.964518,0.519602,0.561479

cycle : 800, pop_size : 1024
21.784798,0.517219,0.569323
21.781643,0.516711,0.566252
21.783056,0.520164,0.564325
21.784296,0.511157,0.569088
21.785505,0.511586,0.569522
21.782188,0.512587,0.565932
21.782103,0.513699,0.569039
21.781637,0.517996,0.566703
21.787369,0.514329,0.567318
21.784010,0.513773,0.566518

cycle : 800, pop_size : 2048
43.260784,0.516010,0.572396
43.258656,0.511644,0.575499
43.255489,0.510477,0.571561
43.255077,0.513759,0.567347
43.255642,0.512410,0.571107
43.268887,0.509698,0.573083
43.255707,0.513982,0.569675
43.251923,0.511294,0.573579
43.255802,0.512297,0.571881
43.262783,0.518049,0.575371

cycle : 1600, pop_size : 128
5.679428,0.537343,0.546180
5.670450,0.532165,0.549173
5.673004,0.534006,0.549509
5.674625,0.545827,0.547336
5.672200,0.536310,0.543339
5.679943,0.541208,0.545855
5.674550,0.533984,0.546892
5.671362,0.540924,0.543026
5.667119,0.537957,0.553199
5.679071,0.540893,0.543893

cycle : 1600, pop_size : 256
11.074771,0.519701,0.563451
11.073761,0.519111,0.569059
11.073446,0.517970,0.564468
11.073860,0.520175,0.570411
11.071444,0.519592,0.563769
11.079447,0.522787,0.561802
11.074400,0.523939,0.567383
11.076416,0.515867,0.565618
11.073045,0.516753,0.562902
11.073133,0.514421,0.567661

cycle : 1600, pop_size : 512
21.897110,0.513422,0.568469
21.894804,0.510830,0.573882
21.896477,0.514508,0.571043
21.896738,0.507814,0.577703
21.893377,0.511885,0.571381
21.896074,0.511809,0.573568
21.897938,0.511360,0.576300
21.893270,0.511215,0.576310
21.895754,0.508703,0.576429
21.898323,0.506624,0.574428

cycle : 1600, pop_size : 1024
43.511623,0.504133,0.581293
43.509377,0.503485,0.575436
43.510796,0.505073,0.577347
43.509838,0.500601,0.583640
43.508419,0.503558,0.578770
43.519768,0.506209,0.585162
43.513481,0.498350,0.583847
43.506702,0.505759,0.582331
43.509476,0.506576,0.577662
43.515789,0.506359,0.580448

cycle : 1600, pop_size : 2048
86.377975,0.500806,0.592801
86.370041,0.500044,0.586968
86.383919,0.496342,0.586346
86.366188,0.500365,0.587487
86.378639,0.501742,0.579801
86.383774,0.498041,0.585600
86.385971,0.501799,0.587331
86.377556,0.502106,0.581421
86.365356,0.497989,0.585889
86.374603,0.500445,0.587078
