time,short distance,hyper volume
3.364400,0.498396,0.600880
3.359481,0.499750,0.603352
3.360914,0.499494,0.599741
3.364257,0.492562,0.608129
3.361869,0.497568,0.604933

cycle : 100, pop_size : 128
0.435071,0.504705,0.593036
0.430133,0.513416,0.603925
0.429058,0.514283,0.593187
0.430679,0.523542,0.588970
0.430086,0.508883,0.587547
0.429895,0.498939,0.595873
0.429659,0.503542,0.594962
0.430069,0.508718,0.594734
0.431014,0.512355,0.589691
0.428470,0.508258,0.589492

cycle : 100, pop_size : 256
0.840675,0.497043,0.601229
0.840354,0.496536,0.605691
0.841294,0.494011,0.600248
0.841362,0.493529,0.603141
0.842454,0.495618,0.606705
0.840649,0.500634,0.601135
0.841951,0.495392,0.598430
0.848219,0.497073,0.594241
0.842070,0.503127,0.607383
0.840194,0.494575,0.603420

cycle : 100, pop_size : 512
1.664458,0.491337,0.608225
1.669336,0.493819,0.612762
1.663616,0.492261,0.611650
1.664297,0.486901,0.615832
1.670516,0.490071,0.612045
1.662193,0.492722,0.618607
1.662949,0.490250,0.614385
1.670319,0.495130,0.614701
1.662735,0.493055,0.614717
1.662690,0.483770,0.612880

cycle : 100, pop_size : 1024
3.306354,0.488478,0.619692
3.306176,0.484645,0.625963
3.306620,0.487136,0.613899
3.305805,0.481845,0.621712
3.306577,0.487650,0.625054
3.306018,0.489375,0.619048
3.305871,0.483539,0.620294
3.306314,0.484794,0.623291
3.305865,0.483047,0.621937
3.306182,0.487860,0.621231

cycle : 100, pop_size : 2048
6.585836,0.476391,0.629172
6.586354,0.485249,0.624101
6.583950,0.482631,0.627990
6.590474,0.482879,0.620091
6.587510,0.481286,0.628239
6.586864,0.484529,0.625840
6.586998,0.482189,0.634499
6.593772,0.483525,0.620192
6.608318,0.486848,0.625625
6.609612,0.483326,0.620312

cycle : 200, pop_size : 128
0.853812,0.492652,0.612089
0.855051,0.491787,0.609077
0.854253,0.499401,0.615098
0.855079,0.504179,0.620002
0.854166,0.496464,0.612147
0.855064,0.486887,0.616358
0.855523,0.496755,0.612584
0.855075,0.500423,0.603499
0.852848,0.488445,0.616487
0.854814,0.500989,0.613356

cycle : 200, pop_size : 256
1.672059,0.483240,0.631589
1.674419,0.486099,0.623470
1.673753,0.487663,0.624100
1.673391,0.486097,0.629283
1.672945,0.485532,0.621317
1.671907,0.479577,0.625723
1.672114,0.476266,0.628900
1.671858,0.480293,0.621990
1.672199,0.483776,0.623672
1.674343,0.477604,0.629315

cycle : 200, pop_size : 512
3.308745,0.476393,0.639562
3.308748,0.476135,0.632875
3.311365,0.473480,0.635626
3.306953,0.478870,0.633707
3.307994,0.474860,0.641686
3.309770,0.470052,0.632590
3.307028,0.473325,0.634706
3.308949,0.475466,0.636911
3.308491,0.477240,0.638288
3.308916,0.473939,0.634471

cycle : 200, pop_size : 1024
6.577961,0.472814,0.633346
6.576802,0.469208,0.641246
6.578909,0.468641,0.633925
6.575992,0.471049,0.640739
6.575933,0.468023,0.649569
6.577962,0.469598,0.632721
6.576620,0.471742,0.636769
6.577797,0.466986,0.643771
6.578278,0.465736,0.644794
6.575631,0.468806,0.640049

cycle : 200, pop_size : 2048
13.083745,0.456310,0.653896
13.082087,0.465316,0.651363
13.080823,0.461897,0.646935
13.081991,0.458226,0.642315
13.076391,0.460431,0.647870
13.081392,0.458140,0.649511
13.085155,0.462305,0.649972
13.086441,0.466656,0.641916
13.079126,0.466172,0.636806
13.085076,0.460393,0.641634

cycle : 400, pop_size : 128
1.705941,0.492804,0.616238
1.703293,0.483131,0.619381
1.702317,0.489444,0.630781
1.701944,0.486820,0.627172
1.705562,0.492465,0.618360
1.703099,0.477322,0.633404
1.700652,0.483804,0.623864
1.701018,0.481578,0.623710
1.700500,0.483311,0.626217
1.702142,0.483606,0.627145

cycle : 400, pop_size : 256
3.326764,0.473841,0.637164
3.331403,0.465843,0.642770
3.332393,0.466825,0.647248
3.327655,0.473702,0.641706
3.328572,0.468134,0.651047
3.332381,0.462037,0.645357
3.332416,0.474843,0.644947
3.329707,0.467749,0.654076
3.331536,0.468166,0.648523
3.330087,0.469595,0.643930

cycle : 400, pop_size : 512
6.588533,0.462857,0.658858
6.588135,0.459286,0.643069
6.587729,0.453136,0.658405
6.588092,0.452759,0.659177
6.584840,0.454405,0.653392
6.592761,0.452409,0.651508
6.586802,0.455831,0.656987
6.589687,0.458173,0.656565
6.588629,0.462416,0.647523
6.587616,0.461721,0.656158

cycle : 400, pop_size : 1024
13.093184,0.450231,0.657299
13.094262,0.455082,0.661240
13.091812,0.450875,0.656782
13.091950,0.450917,0.665515
13.093410,0.442674,0.664260
13.092950,0.450738,0.661072
13.093390,0.453544,0.658750
13.092877,0.440943,0.664250
13.096848,0.452432,0.658273
13.092799,0.447654,0.659184

cycle : 400, pop_size : 2048
26.024656,0.445155,0.667636
26.032892,0.441500,0.668112
26.022474,0.443539,0.666235
26.023441,0.449673,0.669290
26.023848,0.446344,0.669046
26.026159,0.446342,0.667911
26.025364,0.450047,0.664386
26.023754,0.447185,0.671216
26.022579,0.441963,0.668857
26.023148,0.445541,0.667486

cycle : 800, pop_size : 128
3.399482,0.480548,0.642455
3.402339,0.475100,0.647809
3.406244,0.487733,0.638528
3.404339,0.481546,0.644246
3.396753,0.471017,0.647593
3.401895,0.468905,0.641825
3.400049,0.470446,0.642077
3.401930,0.481928,0.639226
3.401143,0.480199,0.640020
3.406925,0.474447,0.640763

cycle : 800, pop_size : 256
6.640955,0.460122,0.661398
6.649662,0.450261,0.664503
6.644820,0.458145,0.664661
6.650398,0.457728,0.665681
6.645895,0.455935,0.663153
6.646978,0.453014,0.666071
6.645422,0.449322,0.663900
6.645816,0.454359,0.667331
6.647691,0.452904,0.662632
6.643978,0.458737,0.666529

cycle : 800, pop_size : 512
13.147609,0.443158,0.669383
13.148738,0.441758,0.669915
13.148406,0.441978,0.682799
13.149044,0.434542,0.675619
13.143137,0.444865,0.671716
13.142880,0.441595,0.678747
13.150593,0.440958,0.673322
13.144820,0.445797,0.673232
13.146689,0.445154,0.679845
13.147348,0.452552,0.677805

cycle : 800, pop_size : 1024
26.125557,0.430989,0.680886
26.127951,0.434035,0.684136
26.129154,0.431390,0.679246
26.129633,0.435417,0.685975
26.127703,0.433076,0.682472
26.123089,0.441131,0.690718
26.124889,0.432847,0.688744
26.128252,0.438626,0.687158
26.121998,0.428493,0.688796
26.131062,0.430201,0.692338

cycle : 800, pop_size : 2048
51.918304,0.426951,0.698801
51.907684,0.430073,0.696383
51.903881,0.425332,0.693379
51.908165,0.429298,0.689615
51.911251,0.431640,0.693714
51.914722,0.426649,0.694432
51.916767,0.429266,0.700347
51.918015,0.421397,0.690776
51.908100,0.432342,0.692404
51.913929,0.431476,0.686560

cycle : 1600, pop_size : 128
6.802773,0.470805,0.656797
6.799701,0.464216,0.654942
6.800061,0.460863,0.663181
6.799080,0.473204,0.651170
6.791566,0.467197,0.653752
6.808220,0.469750,0.662627
6.802470,0.470572,0.667728
6.803327,0.455632,0.656230
6.803913,0.457305,0.657667
6.799458,0.471182,0.655012

cycle : 1600, pop_size : 256
13.291251,0.429533,0.680090
13.277447,0.444701,0.676640
13.277753,0.439657,0.679450
13.280604,0.429657,0.677600
13.284398,0.441833,0.684616
13.286357,0.435807,0.687939
13.283865,0.436363,0.679051
13.282803,0.440679,0.677030
13.281830,0.441086,0.675703
13.277292,0.434157,0.679172

cycle : 1600, pop_size : 512
26.270220,0.429445,0.691764
26.264278,0.430560,0.697502
26.266943,0.426838,0.690372
26.264709,0.427362,0.691566
26.268927,0.426455,0.687133
26.269335,0.424371,0.691066
26.266983,0.425159,0.695742
26.267670,0.426096,0.693567
26.265959,0.425941,0.695774
26.261229,0.427981,0.700331

cycle : 1600, pop_size : 1024
52.199268,0.419407,0.703519
52.202503,0.420255,0.707325
52.201126,0.416549,0.709576
52.192539,0.424373,0.706817
52.195724,0.416716,0.703975
52.204311,0.417115,0.706283
52.211304,0.422936,0.698316
52.195480,0.417125,0.707335
52.201454,0.419864,0.702282
52.204647,0.424780,0.706990

cycle : 1600, pop_size : 2048
103.679634,0.409733,0.706662
103.671707,0.407524,0.716663
103.695694,0.410388,0.724440
103.681633,0.412328,0.713227
103.695099,0.413421,0.721366
103.691116,0.405685,0.714345
103.683372,0.410832,0.716368
103.687103,0.409810,0.712127
103.682663,0.407335,0.715606
103.680893,0.403244,0.715454
