time,short distance,hyper volume
4.162984,0.508217,0.550994
4.157293,0.515577,0.554616
4.151554,0.511803,0.555820
4.150896,0.512575,0.556409
4.154602,0.509456,0.551898

cycle : 100, pop_size : 128
0.524856,0.518151,0.547680
0.530766,0.519249,0.541519
0.523421,0.519293,0.550957
0.525373,0.518062,0.549391
0.525027,0.517210,0.539962
0.525040,0.519499,0.538772
0.525412,0.525015,0.542227
0.524843,0.526397,0.539034
0.524620,0.516516,0.541784
0.524762,0.519017,0.549045

cycle : 100, pop_size : 256
1.040802,0.512030,0.547583
1.033044,0.514473,0.548226
1.032782,0.514051,0.550082
1.031664,0.518133,0.550870
1.031789,0.517460,0.545230
1.039921,0.514427,0.553437
1.030483,0.514163,0.557321
1.033243,0.518378,0.548190
1.032989,0.512058,0.550912
1.030816,0.504638,0.546380

cycle : 100, pop_size : 512
2.044012,0.507055,0.557458
2.045959,0.511278,0.558763
2.045338,0.513434,0.557185
2.045506,0.510119,0.557095
2.045588,0.507276,0.554107
2.045029,0.512741,0.554449
2.044278,0.511386,0.543972
2.044768,0.509741,0.554528
2.045050,0.510248,0.556156
2.045661,0.511591,0.554306

cycle : 100, pop_size : 1024
4.070522,0.509870,0.557779
4.069553,0.509327,0.553671
4.070453,0.505146,0.558089
4.071142,0.504961,0.556595
4.069728,0.505583,0.560618
4.069965,0.509289,0.557309
4.070058,0.503700,0.558162
4.071362,0.507589,0.559605
4.070929,0.505870,0.558110
4.067778,0.507917,0.569063

cycle : 100, pop_size : 2048
8.130511,0.505699,0.560396
8.144039,0.505980,0.554773
8.140126,0.502685,0.566712
8.130147,0.505227,0.557498
8.131913,0.504701,0.561178
8.133145,0.505623,0.561965
8.145187,0.500643,0.558643
8.138491,0.504617,0.558348
8.134737,0.505654,0.565344
8.137668,0.494013,0.561382

cycle : 200, pop_size : 128
1.037899,0.516114,0.551715
1.038373,0.512831,0.543837
1.038014,0.517308,0.546711
1.037573,0.513933,0.550855
1.046072,0.517652,0.543467
1.038253,0.511488,0.552287
1.037458,0.514001,0.561079
1.040467,0.515731,0.551494
1.038450,0.514030,0.552355
1.046181,0.515780,0.554304

cycle : 200, pop_size : 256
2.043267,0.505114,0.552271
2.044269,0.506101,0.558234
2.044440,0.500972,0.559931
2.044274,0.502236,0.558732
2.045366,0.506274,0.553405
2.042962,0.508163,0.555452
2.042138,0.507448,0.557869
2.043610,0.503378,0.564722
2.044335,0.503017,0.549927
2.044686,0.502422,0.556795

cycle : 200, pop_size : 512
4.049772,0.502920,0.559157
4.052874,0.499843,0.565481
4.049132,0.498317,0.569445
4.049695,0.499947,0.563697
4.049698,0.498445,0.570454
4.050994,0.498619,0.560719
4.049677,0.502348,0.564149
4.049855,0.497430,0.568449
4.049674,0.498130,0.561228
4.049762,0.500098,0.563604

cycle : 200, pop_size : 1024
8.061731,0.499238,0.564018
8.062802,0.491510,0.569545
8.062366,0.497582,0.566560
8.061687,0.495374,0.567413
8.062419,0.498095,0.564362
8.063034,0.487937,0.568202
8.063962,0.493156,0.566082
8.063550,0.493814,0.570297
8.062572,0.496218,0.570405
8.062817,0.495590,0.571054

cycle : 200, pop_size : 2048
16.078007,0.492404,0.569740
16.090515,0.494705,0.568427
16.081497,0.492482,0.571796
16.086294,0.488160,0.570954
16.082006,0.491625,0.573745
16.085684,0.487326,0.579528
16.085602,0.495081,0.572011
16.077972,0.489546,0.566175
16.087114,0.494357,0.570218
16.081503,0.492453,0.571137

cycle : 400, pop_size : 128
2.067051,0.510201,0.555110
2.066992,0.508789,0.564366
2.068172,0.506722,0.561205
2.068093,0.510846,0.554885
2.067990,0.507222,0.554234
2.066678,0.513157,0.557454
2.070313,0.507792,0.557426
2.066775,0.504004,0.552836
2.068638,0.508993,0.551437
2.067233,0.505401,0.554398

cycle : 400, pop_size : 256
4.066919,0.502092,0.576139
4.066292,0.495599,0.570328
4.066594,0.501036,0.561095
4.066603,0.494004,0.566309
4.066741,0.493910,0.565392
4.064995,0.495017,0.572046
4.065229,0.504912,0.570063
4.067196,0.492823,0.572090
4.067495,0.497728,0.571695
4.066573,0.499275,0.563794

cycle : 400, pop_size : 512
8.060881,0.489849,0.577034
8.062624,0.492731,0.576195
8.061578,0.491206,0.568752
8.062357,0.490707,0.574665
8.060091,0.494848,0.576947
8.060143,0.491788,0.576446
8.061130,0.490774,0.569550
8.060399,0.495862,0.579703
8.063421,0.489827,0.576625
8.061265,0.491203,0.573439

cycle : 400, pop_size : 1024
16.048286,0.489805,0.571506
16.046614,0.483622,0.580335
16.047369,0.488350,0.579493
16.045366,0.487072,0.575876
16.047127,0.483911,0.579665
16.045031,0.488017,0.577095
16.048304,0.485953,0.579586
16.046528,0.484527,0.577428
16.044876,0.485615,0.581305
16.045876,0.489142,0.584036

cycle : 400, pop_size : 2048
31.968475,0.479230,0.588671
31.960131,0.483730,0.583447
31.957935,0.482659,0.587780
31.959097,0.486510,0.579509
31.977465,0.479473,0.582272
31.972139,0.478870,0.585223
31.962545,0.486143,0.578957
31.970871,0.482027,0.583534
31.967010,0.483373,0.579839
31.971449,0.484878,0.585181

cycle : 800, pop_size : 128
4.124710,0.503298,0.574494
4.126350,0.498110,0.565214
4.124981,0.494764,0.568659
4.124167,0.499859,0.572921
4.125186,0.502211,0.560906
4.125058,0.499547,0.576441
4.124941,0.500697,0.568501
4.126316,0.498822,0.569053
4.126240,0.498440,0.567637
4.124417,0.501752,0.571807

cycle : 800, pop_size : 256
8.112115,0.485306,0.576625
8.111342,0.492925,0.580675
8.111201,0.484853,0.571286
8.112473,0.489592,0.581647
8.113248,0.491349,0.573240
8.111972,0.487629,0.573172
8.110593,0.486464,0.576619
8.109190,0.490017,0.577814
8.110295,0.483364,0.581080
8.112486,0.486852,0.576934

cycle : 800, pop_size : 512
16.085424,0.486675,0.583183
16.085821,0.481466,0.584803
16.085224,0.482215,0.588425
16.082670,0.480477,0.579207
16.084433,0.485244,0.580228
16.086138,0.482900,0.582710
16.084057,0.481627,0.580732
16.082941,0.483081,0.589770
16.082247,0.482240,0.581894
16.084290,0.484812,0.588035

cycle : 800, pop_size : 1024
32.015789,0.482995,0.587539
32.012901,0.477608,0.587400
32.010677,0.474891,0.589102
32.016655,0.474993,0.586840
32.013229,0.476095,0.592078
32.014759,0.472445,0.587757
32.015137,0.475445,0.586781
32.012589,0.473110,0.591860
32.014034,0.480797,0.582610
32.014343,0.475161,0.589158

cycle : 800, pop_size : 2048
63.731701,0.473141,0.590667
63.741306,0.473192,0.590572
63.728855,0.472541,0.598633
63.735962,0.471033,0.585593
63.727356,0.474559,0.600482
63.723591,0.471623,0.598655
63.724083,0.473456,0.599090
63.714172,0.468280,0.596520
63.731468,0.476739,0.597592
63.724205,0.469176,0.593252

cycle : 1600, pop_size : 128
8.241105,0.493165,0.579923
8.240096,0.492545,0.574609
8.240522,0.494955,0.572021
8.243679,0.501545,0.576072
8.240859,0.501769,0.572705
8.241949,0.496216,0.570558
8.242155,0.496353,0.573676
8.240277,0.497362,0.577548
8.242323,0.492739,0.573124
8.239369,0.495410,0.575356

cycle : 1600, pop_size : 256
16.203358,0.473511,0.591330
16.204477,0.479190,0.591892
16.203487,0.483504,0.585230
16.204380,0.483788,0.588770
16.203239,0.484982,0.586974
16.204365,0.479449,0.589449
16.201643,0.478390,0.586328
16.202906,0.481645,0.588844
16.207220,0.478956,0.588845
16.204100,0.480197,0.592259

cycle : 1600, pop_size : 512
32.133511,0.470914,0.592557
32.133820,0.473074,0.597790
32.128090,0.474216,0.597844
32.130466,0.472668,0.594997
32.126400,0.472409,0.606907
32.125660,0.475004,0.596398
32.127487,0.476923,0.594588
32.131180,0.473903,0.588172
32.133457,0.473861,0.597030
32.131199,0.473575,0.596166

cycle : 1600, pop_size : 1024
63.943542,0.464508,0.602171
63.951008,0.465768,0.594839
63.956100,0.466488,0.600309
63.953659,0.462932,0.600043
63.942764,0.466474,0.600997
63.946148,0.469277,0.595175
63.955376,0.463800,0.599391
63.947495,0.470390,0.598347
63.945797,0.464725,0.601482
63.953915,0.469796,0.595135

cycle : 1600, pop_size : 2048
127.273941,0.466908,0.600530
127.256302,0.463331,0.600791
127.258949,0.460777,0.607292
127.253487,0.467180,0.603301
127.256935,0.464706,0.610184
127.271156,0.469225,0.605802
127.277634,0.465235,0.602400
127.273155,0.460207,0.602618
127.270859,0.461839,0.608018
127.264748,0.460544,0.605541
